GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	0.0059831763930971674	0.0059831763930971674	+1	UGP2
GO:0004170	dUTP diphosphatase activity	0.0059831763930971674	0.0059831763930971674	+1	DUT
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	0.0059831763930971674	0.0059831763930971674	+1	UGP2
GO:0003723	RNA binding	0.0059831763930971674	0.0059831763930971674	+1	YWHAE,AGFG1,HMGN2,SEC63,CSTF2T,PCBP1,DUT,CCDC124
GO:0022857	transmembrane transporter activity	0.006150791619191684	0.006150791619191684	+1	NDUFS2,COX8A,SEC63,S100A6,NDUFA1
GO:0019904	protein domain specific binding	0.006492587641025528	0.006492587641025528	+1	YWHAE,CNTROB,PTPN12,ACSL3
GO:0071568	UFM1 transferase activity	0.007799402333845996	0.007799402333845996	+1	UFL1
GO:0033862	UMP kinase activity	0.007799402333845996	0.007799402333845996	+1	CMPK1
GO:0008781	N-acylneuraminate cytidylyltransferase activity	0.007799402333845996	0.007799402333845996	+1	CMAS
GO:0009041	UMP/dUMP kinase activity	0.007799402333845996	0.007799402333845996	+1	CMPK1
GO:0043167	ion binding	0.007799402333845996	0.007799402333845996	+1	CMPK1,AGFG1,UGP2,COX17,POLI,NDUFS2,NUDT19,S100A6,DUT,ACSL3,PROS1
GO:0016491	oxidoreductase activity	0.007799402333845996	0.007799402333845996	+1	CRYZL1,NDUFS2,COX8A,NDUFA1
GO:0036431	dCMP kinase activity	0.007799402333845996	0.007799402333845996	+1	CMPK1
GO:0036430	CMP kinase activity	0.007799402333845996	0.007799402333845996	+1	CMPK1
GO:0005215	transporter activity	0.007799402333845996	0.007799402333845996	+1	NDUFS2,COX8A,SEC63,S100A6,NDUFA1
GO:0032556	pyrimidine deoxyribonucleotide binding	0.007799402333845996	0.007799402333845996	+1	DUT
GO:0046872	metal ion binding	0.0078360418508502	0.0078360418508502	+1	AGFG1,UGP2,COX17,POLI,NDUFS2,NUDT19,S100A6,DUT,PROS1
GO:0030234	enzyme regulator activity	0.0078360418508502	0.0078360418508502	+1	AGFG1,IBTK,COX17,ARHGAP10,PROS1
GO:0043169	cation binding	0.008814295366731777	0.008814295366731777	+1	AGFG1,UGP2,COX17,POLI,NDUFS2,NUDT19,S100A6,DUT,PROS1
GO:0090433	palmitoyl-CoA ligase activity	0.009834846674527074	0.009834846674527074	+1	ACSL3
GO:0032557	pyrimidine ribonucleotide binding	0.009834846674527074	0.009834846674527074	+1	UGP2
GO:0010945	coenzyme A diphosphatase activity	0.009834846674527074	0.009834846674527074	+1	NUDT19
GO:0140294	NAD DNA ADP-ribosyltransferase activity	0.009834846674527074	0.009834846674527074	+1	PARP3
GO:0019899	enzyme binding	0.009942404463775657	0.009942404463775657	+1	YWHAE,UFL1,IBTK,TOR1AIP1,NDUFS2,ACSL3
GO:0000166	nucleotide binding	0.011309796898916712	0.011309796898916712	+1	CMPK1,CRYZL1,UGP2,NDUFS2,DUT,ACSL3
GO:0140807	NAD+-protein-glutamate ADP-ribosyltransferase activity	0.011309796898916712	0.011309796898916712	+1	PARP3
GO:0003960	NADPH:quinone reductase activity	0.011309796898916712	0.011309796898916712	+1	CRYZL1
GO:0004127	cytidylate kinase activity	0.011309796898916712	0.011309796898916712	+1	CMPK1
GO:0004849	uridine kinase activity	0.011309796898916712	0.011309796898916712	+1	CMPK1
GO:1901265	nucleoside phosphate binding	0.011309796898916712	0.011309796898916712	+1	CMPK1,CRYZL1,UGP2,NDUFS2,DUT,ACSL3
GO:0022804	active transmembrane transporter activity	0.012871019720776866	0.012871019720776866	+1	NDUFS2,COX8A,NDUFA1
GO:0019826	oxygen sensor activity	0.012871019720776866	0.012871019720776866	+1	NDUFS2
GO:0140804	NAD+- protein-lysine ADP-ribosyltransferase activity	0.012871019720776866	0.012871019720776866	+1	PARP3
GO:0140806	NAD+- protein-aspartate ADP-ribosyltransferase activity	0.012871019720776866	0.012871019720776866	+1	PARP3
GO:0032552	deoxyribonucleotide binding	0.012871019720776866	0.012871019720776866	+1	DUT
GO:1901363	heterocyclic compound binding	0.012938140380107505	0.012938140380107505	+1	CMPK1,CRYZL1,UGP2,NDUFS2,DUT,ACSL3
GO:0016740	transferase activity	0.01340223720755357	0.01340223720755357	+1	CMPK1,UFL1,UGP2,PARP3,CMAS,POLI
GO:0005105	type 1 fibroblast growth factor receptor binding	0.014631157305019746	0.014631157305019746	+1	NPTN
GO:0140678	molecular function inhibitor activity	0.014631157305019746	0.014631157305019746	+1	IBTK,DUT,PROS1
GO:0016531	copper chaperone activity	0.016265572038103266	0.016265572038103266	+1	COX17
GO:0030292	protein tyrosine kinase inhibitor activity	0.016265572038103266	0.016265572038103266	+1	IBTK
GO:0032027	myosin light chain binding	0.017725791887918806	0.017725791887918806	+1	SPATA6
GO:1903136	cuprous ion binding	0.017725791887918806	0.017725791887918806	+1	COX17
GO:0070569	uridylyltransferase activity	0.017725791887918806	0.017725791887918806	+1	UGP2
GO:0050839	cell adhesion molecule binding	0.018616999066103916	0.018616999066103916	+1	YWHAE,NPTN,PCBP1
GO:0140677	molecular function activator activity	0.018626181081738667	0.018626181081738667	+1	AGFG1,TOR1AIP1,COX17,ARHGAP10
GO:0031956	medium-chain fatty acid-CoA ligase activity	0.018779692277758553	0.018779692277758553	+1	ACSL3
GO:0019206	nucleoside kinase activity	0.018779692277758553	0.018779692277758553	+1	CMPK1
GO:0008047	enzyme activator activity	0.019701445056109188	0.019701445056109188	+1	AGFG1,COX17,ARHGAP10
GO:0050815	phosphoserine residue binding	0.019990727820444254	0.019990727820444254	+1	YWHAE
GO:0070567	cytidylyltransferase activity	0.019990727820444254	0.019990727820444254	+1	CMAS
GO:0042975	peroxisome proliferator activated receptor binding	0.021103699116821133	0.021103699116821133	+1	DUT
GO:0047429	nucleoside triphosphate diphosphatase activity	0.021103699116821133	0.021103699116821133	+1	DUT
GO:0047676	arachidonate-CoA ligase activity	0.021103699116821133	0.021103699116821133	+1	ACSL3
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity	0.02184979636113445	0.02184979636113445	+1	PTPN12
GO:0031386	protein tag activity	0.02184979636113445	0.02184979636113445	+1	UBL5
GO:0141047	molecular tag activity	0.02184979636113445	0.02184979636113445	+1	UBL5
GO:0005536	glucose binding	0.02184979636113445	0.02184979636113445	+1	UGP2
GO:0044548	S100 protein binding	0.02454367594301307	0.02454367594301307	+1	S100A6
GO:0098847	sequence-specific single stranded DNA binding	0.02454367594301307	0.02454367594301307	+1	PCBP1
GO:0016530	metallochaperone activity	0.02454367594301307	0.02454367594301307	+1	COX17
GO:0016675	oxidoreductase activity, acting on a heme group of donors	0.025065960113855562	0.025065960113855562	+1	COX8A
GO:0000287	magnesium ion binding	0.025065960113855562	0.025065960113855562	+1	NUDT19,DUT
GO:0004129	cytochrome-c oxidase activity	0.025065960113855562	0.025065960113855562	+1	COX8A
GO:0005523	tropomyosin binding	0.025065960113855562	0.025065960113855562	+1	S100A6
GO:0004467	long-chain fatty acid-CoA ligase activity	0.0258653669232483	0.0258653669232483	+1	ACSL3
GO:0005521	lamin binding	0.0258653669232483	0.0258653669232483	+1	TOR1AIP1
GO:0019901	protein kinase binding	0.0258653669232483	0.0258653669232483	+1	UFL1,IBTK,ACSL3
GO:0048038	quinone binding	0.027128776563398516	0.027128776563398516	+1	NDUFS2
GO:0004550	nucleoside diphosphate kinase activity	0.029968728355779756	0.029968728355779756	+1	CMPK1
GO:0005096	GTPase activator activity	0.03182151567115143	0.03182151567115143	+1	AGFG1,ARHGAP10
GO:0019900	kinase binding	0.03345663856214577	0.03345663856214577	+1	UFL1,IBTK,ACSL3
GO:0050145	nucleoside monophosphate kinase activity	0.03356212816217932	0.03356212816217932	+1	CMPK1
GO:1990404	NAD+-protein ADP-ribosyltransferase activity	0.03470764172069574	0.03470764172069574	+1	PARP3
GO:0003950	NAD+ ADP-ribosyltransferase activity	0.035459009947241237	0.035459009947241237	+1	PARP3
GO:0023026	MHC class II protein complex binding	0.035459009947241237	0.035459009947241237	+1	YWHAE
GO:0003887	DNA-directed DNA polymerase activity	0.036179132367526345	0.036179132367526345	+1	POLI
GO:0017025	TBP-class protein binding	0.036179132367526345	0.036179132367526345	+1	TAF13
GO:0015645	fatty acid ligase activity	0.036195625760994665	0.036195625760994665	+1	ACSL3
GO:0001671	ATPase activator activity	0.036195625760994665	0.036195625760994665	+1	TOR1AIP1
GO:0031625	ubiquitin protein ligase binding	0.036195625760994665	0.036195625760994665	+1	YWHAE,NDUFS2
GO:0005104	fibroblast growth factor receptor binding	0.036195625760994665	0.036195625760994665	+1	NPTN
GO:0140311	protein sequestering activity	0.03681800961008452	0.03681800961008452	+1	YWHAE
GO:0008320	protein transmembrane transporter activity	0.03681800961008452	0.03681800961008452	+1	SEC63
GO:0016405	CoA-ligase activity	0.03780979131940931	0.03780979131940931	+1	ACSL3
GO:0044389	ubiquitin-like protein ligase binding	0.03876370394907929	0.03876370394907929	+1	YWHAE,NDUFS2
GO:0030547	signaling receptor inhibitor activity	0.03973582150198548	0.03973582150198548	+1	DUT
GO:0045296	cadherin binding	0.04004291140502827	0.04004291140502827	+1	YWHAE,PCBP1
GO:0016878	acid-thiol ligase activity	0.041213958411466314	0.041213958411466314	+1	ACSL3
GO:0022884	macromolecule transmembrane transporter activity	0.041213958411466314	0.041213958411466314	+1	SEC63
GO:0034061	DNA polymerase activity	0.04137068884414297	0.04137068884414297	+1	POLI
GO:0030554	adenyl nucleotide binding	0.04137068884414297	0.04137068884414297	+1	CMPK1,CRYZL1,NDUFS2,ACSL3
GO:0023023	MHC protein complex binding	0.04137068884414297	0.04137068884414297	+1	YWHAE
GO:0003677	DNA binding	0.04188833111715075	0.04188833111715075	+1	TAF13,AGFG1,HMGN2,POLI,PCBP1
GO:0046982	protein heterodimerization activity	0.04370269042386892	0.04370269042386892	+1	YWHAE,TAF13
GO:0003729	mRNA binding	0.04466931761061629	0.04466931761061629	+1	CSTF2T,PCBP1
GO:0016776	phosphotransferase activity, phosphate group as acceptor	0.04595334316037994	0.04595334316037994	+1	CMPK1
GO:0140318	protein transporter activity	0.04675193362929325	0.04675193362929325	+1	SEC63
GO:0008092	cytoskeletal protein binding	0.04713671544229752	0.04713671544229752	+1	TOR1AIP1,SPATA6,S100A6
GO:0016251	RNA polymerase II general transcription initiation factor activity	0.04713671544229752	0.04713671544229752	+1	TAF13
GO:0031492	nucleosomal DNA binding	0.04713671544229752	0.04713671544229752	+1	HMGN2
GO:0004857	enzyme inhibitor activity	0.04713671544229752	0.04713671544229752	+1	IBTK,PROS1
GO:0140299	small molecule sensor activity	0.0471386302858141	0.0471386302858141	+1	NDUFS2
GO:0016877	ligase activity, forming carbon-sulfur bonds	0.047887317638394336	0.047887317638394336	+1	ACSL3
GO:0019205	nucleobase-containing compound kinase activity	0.049738913574270904	0.049738913574270904	+1	CMPK1
GO:0008150	biological_process	7.286094987971874e-12	7.286094987971874e-12	+1	CMPK1,YWHAE,TAF13,NXT2,AGFG1,CRYZL1,UBL5,CNTROB,UFL1,IBTK,UGP2,SNRNP27,TOR1AIP1,HMGN2,COX17,PARP3,PTPN12,CMAS,POLI,NDUFS2,CNOT10,NUDT19,NPTN,COX8A,ARHGAP10,SPATA6,SEC63,S100A6,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,AP3S1,ACSL3,PROS1,PET100
GO:0009987	cellular process	7.440628712809438e-12	7.440628712809438e-12	+1	CMPK1,YWHAE,TAF13,NXT2,AGFG1,CRYZL1,UBL5,CNTROB,UFL1,IBTK,UGP2,SNRNP27,TOR1AIP1,HMGN2,COX17,PARP3,PTPN12,CMAS,POLI,NDUFS2,CNOT10,NUDT19,NPTN,COX8A,ARHGAP10,SPATA6,SEC63,S100A6,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,AP3S1,ACSL3,PET100
GO:0044237	cellular metabolic process	6.003934169251154e-8	6.003934169251154e-8	+1	CMPK1,YWHAE,TAF13,NXT2,AGFG1,CRYZL1,UBL5,UFL1,IBTK,UGP2,SNRNP27,COX17,PARP3,PTPN12,CMAS,POLI,NDUFS2,CNOT10,NUDT19,NPTN,COX8A,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0008152	metabolic process	6.644572851899686e-8	6.644572851899686e-8	+1	CMPK1,YWHAE,TAF13,NXT2,AGFG1,CRYZL1,UBL5,UFL1,IBTK,UGP2,SNRNP27,COX17,PARP3,PTPN12,CMAS,POLI,NDUFS2,CNOT10,NUDT19,NPTN,COX8A,SEC63,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0071704	organic substance metabolic process	0.000007829438922983218	0.000007829438922983218	+1	CMPK1,YWHAE,TAF13,NXT2,AGFG1,CRYZL1,UBL5,UFL1,IBTK,UGP2,SNRNP27,PARP3,PTPN12,CMAS,POLI,NDUFS2,CNOT10,NUDT19,NPTN,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0006807	nitrogen compound metabolic process	0.00001426043069446913	0.00001426043069446913	+1	CMPK1,YWHAE,TAF13,UBL5,UFL1,IBTK,UGP2,SNRNP27,PARP3,PTPN12,CMAS,POLI,NDUFS2,CNOT10,NUDT19,NPTN,SEC63,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0055086	nucleobase-containing small molecule metabolic process	0.000035660274727548376	0.000035660274727548376	+1	CMPK1,UGP2,NDUFS2,NUDT19,NDUFA1,DUT,ACSL3
GO:1901135	carbohydrate derivative metabolic process	0.00004893881949353193	0.00004893881949353193	+1	CMPK1,UGP2,CMAS,NDUFS2,NUDT19,NDUFA1,DUT,ACSL3
GO:0006796	phosphate-containing compound metabolic process	0.00004893881949353193	0.00004893881949353193	+1	CMPK1,YWHAE,IBTK,UGP2,PTPN12,NDUFS2,NUDT19,NPTN,NDUFA1,DUT,ACSL3
GO:0006793	phosphorus metabolic process	0.00004893881949353193	0.00004893881949353193	+1	CMPK1,YWHAE,IBTK,UGP2,PTPN12,NDUFS2,NUDT19,NPTN,NDUFA1,DUT,ACSL3
GO:0051179	localization	0.00005630057910781575	0.00005630057910781575	+1	YWHAE,NXT2,AGFG1,UBL5,UFL1,IBTK,TOR1AIP1,COX17,PARP3,NPTN,COX8A,SEC63,S100A6,AP3S1,ACSL3
GO:0016043	cellular component organization	0.00005630057910781575	0.00005630057910781575	+1	TAF13,AGFG1,CNTROB,UFL1,TOR1AIP1,HMGN2,COX17,PARP3,NDUFS2,NPTN,ARHGAP10,SPATA6,S100A6,NDUFA1,DUT,AP3S1,ACSL3,PET100
GO:0033108	mitochondrial respiratory chain complex assembly	0.00005630057910781575	0.00005630057910781575	+1	COX17,NDUFS2,NDUFA1,PET100
GO:0071840	cellular component organization or biogenesis	0.00007645624530397956	0.00007645624530397956	+1	TAF13,AGFG1,CNTROB,UFL1,TOR1AIP1,HMGN2,COX17,PARP3,NDUFS2,NPTN,ARHGAP10,SPATA6,S100A6,NDUFA1,DUT,AP3S1,ACSL3,PET100
GO:0009165	nucleotide biosynthetic process	0.00009231636329012581	0.00009231636329012581	+1	CMPK1,NDUFS2,NDUFA1,DUT,ACSL3
GO:1901293	nucleoside phosphate biosynthetic process	0.00009231636329012581	0.00009231636329012581	+1	CMPK1,NDUFS2,NDUFA1,DUT,ACSL3
GO:0006996	organelle organization	0.00010130302393034858	0.00010130302393034858	+1	AGFG1,CNTROB,UFL1,TOR1AIP1,COX17,PARP3,NDUFS2,ARHGAP10,SPATA6,NDUFA1,AP3S1,PET100
GO:0044281	small molecule metabolic process	0.00010179496825202297	0.00010179496825202297	+1	CMPK1,CRYZL1,UGP2,CMAS,NDUFS2,NUDT19,NDUFA1,DUT,ACSL3
GO:1901564	organonitrogen compound metabolic process	0.00010661293856561866	0.00010661293856561866	+1	CMPK1,YWHAE,UBL5,UFL1,IBTK,PARP3,PTPN12,CMAS,NDUFS2,CNOT10,NUDT19,NPTN,NDUFA1,DUT,ACSL3
GO:0009117	nucleotide metabolic process	0.00012194846800459652	0.00012194846800459652	+1	CMPK1,NDUFS2,NUDT19,NDUFA1,DUT,ACSL3
GO:0006753	nucleoside phosphate metabolic process	0.00012530850732891987	0.00012530850732891987	+1	CMPK1,NDUFS2,NUDT19,NDUFA1,DUT,ACSL3
GO:0006139	nucleobase-containing compound metabolic process	0.0001524987210481439	0.0001524987210481439	+1	CMPK1,TAF13,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NUDT19,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0019637	organophosphate metabolic process	0.00018050493489010463	0.00018050493489010463	+1	CMPK1,UGP2,NDUFS2,NUDT19,NDUFA1,DUT,ACSL3
GO:0046483	heterocycle metabolic process	0.00018770247373782922	0.00018770247373782922	+1	CMPK1,TAF13,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NUDT19,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0006725	cellular aromatic compound metabolic process	0.00018902507629911755	0.00018902507629911755	+1	CMPK1,TAF13,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NUDT19,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0044238	primary metabolic process	0.00018902507629911755	0.00018902507629911755	+1	CMPK1,YWHAE,TAF13,UBL5,UFL1,IBTK,UGP2,SNRNP27,PARP3,PTPN12,POLI,NDUFS2,CNOT10,NUDT19,NPTN,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:1901360	organic cyclic compound metabolic process	0.00026213709325572596	0.00026213709325572596	+1	CMPK1,TAF13,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NUDT19,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0044249	cellular biosynthetic process	0.00026213709325572596	0.00026213709325572596	+1	CMPK1,TAF13,NXT2,AGFG1,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NPTN,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:1901576	organic substance biosynthetic process	0.0002748357530127356	0.0002748357530127356	+1	CMPK1,TAF13,NXT2,AGFG1,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NPTN,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0009058	biosynthetic process	0.0002883185196414178	0.0002883185196414178	+1	CMPK1,TAF13,NXT2,AGFG1,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NPTN,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0034641	cellular nitrogen compound metabolic process	0.0003086390616907554	0.0003086390616907554	+1	CMPK1,TAF13,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,NDUFS2,CNOT10,NUDT19,NDUFA1,CSTF2T,PCBP1,DUT,CCDC124,ACSL3
GO:0051641	cellular localization	0.0003826200752084698	0.0003826200752084698	+1	YWHAE,NXT2,AGFG1,UBL5,UFL1,IBTK,TOR1AIP1,PARP3,SEC63,AP3S1,ACSL3
GO:0009259	ribonucleotide metabolic process	0.0004195286004082578	0.0004195286004082578	+1	CMPK1,NDUFS2,NUDT19,NDUFA1,ACSL3
GO:0019693	ribose phosphate metabolic process	0.0004686636505573975	0.0004686636505573975	+1	CMPK1,NDUFS2,NUDT19,NDUFA1,ACSL3
GO:0009260	ribonucleotide biosynthetic process	0.0004745294407227764	0.0004745294407227764	+1	CMPK1,NDUFS2,NDUFA1,ACSL3
GO:0046390	ribose phosphate biosynthetic process	0.0005186085257308831	0.0005186085257308831	+1	CMPK1,NDUFS2,NDUFA1,ACSL3
GO:0006091	generation of precursor metabolites and energy	0.0005740834901624441	0.0005740834901624441	+1	UGP2,COX17,NDUFS2,COX8A,NDUFA1
GO:0022607	cellular component assembly	0.0006471275719752142	0.0006471275719752142	+1	TAF13,AGFG1,CNTROB,COX17,NDUFS2,NPTN,SPATA6,NDUFA1,DUT,AP3S1,ACSL3,PET100
GO:0065007	biological regulation	0.0006736661264892056	0.0006736661264892056	+1	YWHAE,TAF13,UBL5,CNTROB,UFL1,IBTK,TOR1AIP1,COX17,PARP3,PTPN12,CNOT10,NPTN,ARHGAP10,S100A6,PCBP1,DUT,CCDC124,AP3S1,ACSL3,PROS1
GO:0033036	macromolecule localization	0.0006799094681134691	0.0006799094681134691	+1	YWHAE,NXT2,AGFG1,UBL5,UFL1,TOR1AIP1,PARP3,SEC63,AP3S1,ACSL3
GO:0019646	aerobic electron transport chain	0.0007858250742305335	0.0007858250742305335	+1	NDUFS2,COX8A,NDUFA1
GO:0034654	nucleobase-containing compound biosynthetic process	0.0007858250742305335	0.0007858250742305335	+1	CMPK1,TAF13,UFL1,PARP3,POLI,NDUFS2,NDUFA1,PCBP1,DUT,CCDC124,ACSL3
GO:0044271	cellular nitrogen compound biosynthetic process	0.0007858250742305335	0.0007858250742305335	+1	CMPK1,TAF13,UFL1,PARP3,POLI,NDUFS2,CNOT10,NDUFA1,PCBP1,DUT,CCDC124,ACSL3
GO:0018130	heterocycle biosynthetic process	0.0008952700380356226	0.0008952700380356226	+1	CMPK1,TAF13,UFL1,PARP3,POLI,NDUFS2,NDUFA1,PCBP1,DUT,CCDC124,ACSL3
GO:0042773	ATP synthesis coupled electron transport	0.0008952700380356226	0.0008952700380356226	+1	NDUFS2,COX8A,NDUFA1
GO:0042775	mitochondrial ATP synthesis coupled electron transport	0.0008952700380356226	0.0008952700380356226	+1	NDUFS2,COX8A,NDUFA1
GO:0019438	aromatic compound biosynthetic process	0.0008952700380356226	0.0008952700380356226	+1	CMPK1,TAF13,UFL1,PARP3,POLI,NDUFS2,NDUFA1,PCBP1,DUT,CCDC124,ACSL3
GO:0044085	cellular component biogenesis	0.0008952700380356226	0.0008952700380356226	+1	TAF13,AGFG1,CNTROB,COX17,NDUFS2,NPTN,SPATA6,NDUFA1,DUT,AP3S1,ACSL3,PET100
GO:0090407	organophosphate biosynthetic process	0.0008971359817139957	0.0008971359817139957	+1	CMPK1,NDUFS2,NDUFA1,DUT,ACSL3
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	0.0009452360711480134	0.0009452360711480134	+1	CMPK1,DUT
GO:0008104	protein localization	0.000954392077137489	0.000954392077137489	+1	YWHAE,NXT2,UBL5,UFL1,TOR1AIP1,PARP3,SEC63,AP3S1,ACSL3
GO:0070727	cellular macromolecule localization	0.0009657473836882676	0.0009657473836882676	+1	YWHAE,NXT2,UBL5,UFL1,TOR1AIP1,PARP3,SEC63,AP3S1,ACSL3
GO:1901362	organic cyclic compound biosynthetic process	0.0010534639837729098	0.0010534639837729098	+1	CMPK1,TAF13,UFL1,PARP3,POLI,NDUFS2,NDUFA1,PCBP1,DUT,CCDC124,ACSL3
GO:0050789	regulation of biological process	0.0012163869437592496	0.0012163869437592496	+1	YWHAE,TAF13,UBL5,CNTROB,UFL1,IBTK,COX17,PARP3,PTPN12,CNOT10,NPTN,ARHGAP10,S100A6,PCBP1,DUT,CCDC124,AP3S1,ACSL3,PROS1
GO:0015980	energy derivation by oxidation of organic compounds	0.001261391079279822	0.001261391079279822	+1	UGP2,NDUFS2,COX8A,NDUFA1
GO:1901137	carbohydrate derivative biosynthetic process	0.001261391079279822	0.001261391079279822	+1	CMPK1,NDUFS2,NDUFA1,DUT,ACSL3
